user_id,item_id,action_id
2350,4887,1
8953,384,1
16620,1454,1
77621,4233,1
2952,5540,1
79761,4993,1
90425,6015,1
45837,7232,1
23516,252,0
69673,4359,1
16587,1132,1
83175,918,1
48055,3921,1
48358,7722,1
4600,6843,1
46855,1874,1
94290,2503,1
5684,3432,1
59112,2102,1
32436,6918,2
78692,9592,1
97096,9802,1
47885,1938,1
78032,2103,1
59665,1614,1
46456,8528,1
91351,1056,1
27215,6328,0
15263,1561,1
13697,6352,1
31999,8067,1
67255,9771,1
2593,384,1
88630,1306,0
77032,3896,1
67689,3921,1
26297,5323,1
26297,1304,0
35316,8136,0
87024,2622,1
44749,3917,0
22984,3071,1
72578,5064,1
63624,8010,1
49158,1333,0
34030,5373,1
93889,7464,1
77532,4869,1
91110,8903,1
95165,8944,1
96497,1003,1
52938,3071,1
75392,8643,1
32138,8398,1
1173,8980,1
63406,5080,0
28448,1132,0
19813,1883,1
96791,3790,1
65677,1304,1
49651,1814,1
55070,4682,0
44749,8895,1
78596,9680,1
91809,1939,0
91779,503,1
17537,8603,1
74612,7254,1
29032,8727,1
69597,7764,1
67689,471,1
54779,8111,0
48819,4865,1
42237,3901,1
20805,3786,0
95687,2732,0
30526,4939,1
45266,3608,1
12541,5409,1
33543,2530,1
78799,5450,0
47885,9927,1
9059,4403,0
3833,4801,1
1062,2238,0
54342,5630,1
87890,9256,1
53866,7641,1
80154,878,1
52820,8114,1
54539,7673,1
15854,1596,1
99335,2384,1
42961,3768,1
4734,3627,1
59611,6197,1
83038,4220,1
2665,9080,1
45796,6699,1
15653,4350,0
48055,3229,1
29689,9529,0
19446,5613,1
41439,3815,1
74447,8436,1
45312,8453,1
11453,355,1
96028,8453,0
73820,138,0
964,8316,1
33387,8464,1
7419,9778,1
28474,7983,1
94323,6230,1
86119,5197,1
18383,3162,1
62594,3227,1
31745,3454,1
20805,7493,1
85685,1711,1
90425,2416,1
56447,9264,1
19757,7735,2
67565,2180,1
70674,352,1
13445,4790,1
85029,9704,1
97616,4011,1
80574,7065,1
85064,7442,1
96436,2102,1
15432,6526,1
86356,9433,1
12537,2544,1
92834,427,1
57438,2472,1
81612,1859,1
71730,2924,1
45073,7011,1
48535,4549,1
55684,2351,0
27401,9194,1
27446,2674,1
94069,5449,0
47158,7498,1
27352,2259,1
44749,403,1
34030,2660,1
47885,5007,0
27401,4171,1
2665,3627,1
1557,1555,1
40185,4026,1
48712,1179,1
25133,7716,1
27877,4013,1
13708,2909,0
29213,4220,0
71730,9750,0
475,4164,1
57946,2544,1
97160,4722,0
63202,9679,1
11548,1003,1
85785,4951,1
88621,9936,0
478,3093,1
91536,8436,0
41214,4654,1
52820,3373,1
15801,9529,1
88884,3959,1
64414,9504,1
37848,4471,1
94677,9771,1
96497,8940,1
378,6357,1
75392,8059,1
44562,996,1
23516,1454,1
9028,6723,2
82631,9771,1
42903,935,1
62842,1597,1
85736,8165,1
66775,9805,0
65677,4241,1
6655,2472,1
21248,3691,1
94974,5392,1
29689,8042,1
2678,9516,1
62782,6694,1
20097,4233,1
22954,1452,1
41439,6526,0
8802,3324,1
17562,2219,1
83273,2219,2
23516,4799,1
15786,7656,1
3837,2351,1
30819,5242,2
86313,3831,1
32863,1251,1
56549,2277,1
66340,3456,1
28307,1938,0
47414,7121,1
13864,3962,1
40133,7673,1
97096,5924,1
38217,1884,1
42212,7264,1
69539,7531,1
93368,3093,1
88884,678,1
82862,3681,0
82621,6390,1
78113,6843,1
63406,6186,1
19487,9643,0
18268,678,0
55684,8501,0
96791,4105,1
96026,9805,1
16401,2238,0
35409,6432,1
37863,2109,0
17465,7162,1
40614,3761,1
41214,5434,1
25819,8100,0
13246,4105,0
17991,2167,1
25995,1521,1
90252,5751,1
64230,6200,0
81270,6958,0
38217,7034,1
93034,9569,1
51563,8082,1
17562,7004,1
98845,1062,1
21248,4884,1
63202,3025,0
69597,80,1
45781,9680,2
97160,8395,1
68838,352,1
39687,427,1
56194,8505,1
19813,9500,1
48819,252,1
68226,6022,1
28245,6476,1
89258,9140,2
87218,4449,1
18854,3078,1
47863,4801,1
48611,1199,1
84349,1528,0
25469,8203,1
93043,3562,0
43679,1670,1
53378,7204,1
1473,4449,1
80225,3874,1
56549,3487,1
23516,2103,1
78799,4804,1
83782,9216,1
29260,8895,1
80154,9592,0
87171,5567,1
2187,5891,1
1072,9750,1
46746,5924,1
35316,5924,0
28474,3206,0
66607,6132,1
35474,1267,1
4867,211,1
98218,8510,2
2187,317,1
44274,5798,1
54692,5941,1
58225,8590,1
2665,5323,1
75580,8019,1
2521,1620,1
78803,4247,1
54944,7060,1
57946,8536,1
39687,1938,1
75529,2503,1
78629,2282,1
94838,6110,1
12370,1260,1
75503,3313,1
96627,2742,0
1072,3942,1
37298,9802,1
3504,7531,1
99110,98,1
75251,2202,1
69970,311,2
52805,2102,0
40908,1652,1
11453,6180,1
5402,7565,1
24518,7667,1
12990,1052,1
64256,7766,1
26615,1707,1
22999,5962,1
39740,1597,1
63404,5834,1
82036,3463,1
25105,8165,1
1072,8688,1
79520,7854,1
92834,8694,1
44095,2504,1
49651,6494,1
53246,7415,1
34448,7667,1
94974,2919,0
77172,9421,1
75067,3037,1
66829,7137,1
59611,9473,1
3468,1597,1
29032,1276,1
40890,8048,0
32670,5630,1
32732,8581,1
73312,6694,1
12768,8624,1
59665,2470,1
90713,123,1
94290,1052,1
53577,610,1
40908,7254,1
63406,7137,1
96540,1096,1
47314,6843,1
78419,4804,1
87223,6020,0
61822,4073,0
3513,6619,1
73156,6230,1
3504,7047,1
89778,4239,1
53471,2677,1
43597,3206,1
69597,3176,0
46746,5445,1
87890,3521,1
11282,9194,1
30978,7725,1
64140,7747,1
21464,7341,1
36416,3229,1
99093,4951,1
27215,8669,1
89728,1371,0
57438,283,1
3734,2742,1
83273,1904,1
12541,4408,1
52938,4218,1
4094,8094,1
15719,3206,1
12370,9871,1
8006,677,1
61901,7641,0
85745,8590,1
21634,8114,0
65199,9635,1
95165,8932,1
69265,3560,0
30978,3185,1
21809,8505,1
27352,5392,1
55070,606,1
96791,2170,1
58280,3432,2
79761,4444,1
5402,7422,0
37298,148,1
26418,6293,2
12225,7191,1
90414,601,0
84375,7941,2
12790,2300,1
83175,503,1
21061,1008,0
67598,2416,1
78615,8833,1
5402,7204,1
97160,9898,1
90252,5480,1
63406,4907,0
13697,8501,1
45925,2068,1
58432,6957,2
58193,6988,1
46347,5126,0
91715,9704,0
82621,4000,1
18383,1484,1
52374,1371,2
84127,7064,1
48495,5798,2
44562,9604,1
22737,338,0
87663,5906,1
5043,4890,1
74635,906,1
90414,2843,0
74567,1684,1
13104,6917,1
44095,5391,1
61548,2732,1
13873,3559,1
79761,7823,1
54944,6181,1
27726,3962,1
378,8752,1
27208,5800,1
7664,143,1
78544,4283,1
12598,1597,1
94943,3962,1
78113,5704,0
32884,8823,1
58781,5392,1
37848,7045,1
78032,21,1
22737,146,1
92834,9175,1
83038,2113,1
2604,1355,1
51563,7681,1
37298,384,1
86435,9049,2
65717,8413,1
98548,4139,1
25105,4885,1
15956,7328,1
56447,6698,0
56549,8060,0
65862,4889,1
57946,6790,1
14917,8871,1
31983,5310,1
21061,7076,1
5116,4884,0
21809,5373,1
97253,5203,1
2187,7007,1
97616,1682,1
99018,6812,1
40614,7085,1
51490,8752,0
9059,2277,0
79520,677,1
53577,8415,1
33022,4153,2
38121,1180,1
49344,4951,1
94677,2235,1
2187,4335,1
16801,9851,1
26683,515,1
38032,5064,1
20455,7766,0
72397,5126,1
39551,1489,1
97379,1252,0
81268,5197,1
96996,3886,1
82923,390,1
26698,4796,0
29291,5450,1
35409,5291,1
84127,5339,1
36276,3154,1
97744,2754,1
42513,4920,1
9752,8415,1
33248,6138,1
1173,6514,2
63118,9410,1
48712,9860,1
59611,9500,0
13697,3347,1
90305,3962,1
89340,677,1
45546,3674,1
10760,4887,1
44579,1181,1
47314,5449,1
30202,5891,1
91779,5556,0
70962,7632,1
80983,2670,1
47107,3740,1
28448,2913,1
20642,1462,1
83782,3962,1
66340,1489,0
9752,5391,1
84306,8679,1
50889,4869,1
38450,3722,0
32154,9958,2
71602,7204,0
48535,2670,1
50372,3771,1
81268,5756,1
24722,4682,1
48358,7941,1
56302,6563,1
36832,1593,1
36592,4475,1
73583,3481,1
79667,7232,1
15316,6827,1
21340,1802,1
2406,8474,1
1557,628,1
29260,4139,1
13697,1528,1
10593,1599,1
23492,1682,1
41747,4366,1
24065,50,1
36673,2948,1
14195,9857,1
29213,179,1
86635,6015,1
7503,2579,1
63406,2224,1
66829,2287,0
13286,8980,1
36178,8833,1
3468,4497,1
62842,9504,1
59112,3211,1
30084,8019,1
74452,4884,1
73156,3468,1
68833,5482,1
91110,74,0
3833,8730,1
15432,7970,1
88248,3347,1
71590,3737,1
54937,515,1
78615,8604,0
98051,7004,1
67066,21,1
3468,7851,1
23481,1629,1
16587,2389,1
81270,4884,0
41728,6890,1
85313,7498,1
21920,1304,1
1173,9469,1
47934,3540,0
71711,5811,1
15316,9958,1
97798,1707,1
59619,3454,1
32670,9871,1
94851,9860,1
32146,2645,2
97607,4944,1
85605,9898,1
21340,1199,1
25643,7498,1
41947,5933,1
2593,5242,1
5239,8767,0
75067,9410,1
53577,1306,1
96450,3345,1
31123,2068,1
15956,1096,1
36594,4560,1
97607,3482,1
58596,8871,1
96983,138,0
89131,1838,1
79031,6637,1
45073,8922,1
65677,6653,1
84349,4247,1
93070,8106,1
26418,6988,1
75766,5672,0
83989,8428,2
53136,5862,1
15618,4164,1
49131,3602,0
73583,6127,1
47885,8692,1
74140,4073,1
38703,7264,1
61822,3627,0
32505,9240,1
33248,6186,2
78248,6197,0
59562,6498,1
56416,7854,1
44561,5449,1
59112,3953,1
54539,6653,1
77747,6782,1
53627,9643,1
14160,677,1
50589,6232,1
47785,2475,1
75067,6566,1
88884,1452,1
71590,6790,1
65331,8436,1
95183,4042,1
37989,2476,0
29291,1555,1
44749,5782,1
26615,4366,1
90252,9539,1
4231,8282,1
53246,4939,0
38832,9049,1
86356,343,1
41858,6195,1
89248,6009,1
58280,8964,1
14284,7764,1
22984,3211,1
61822,8669,1
11282,9433,1
5338,75,0
47479,4153,1
96983,6451,1
36727,9135,1
15316,844,1
96450,1284,1
97616,1679,1
41215,5094,1
54953,1013,1
32154,7496,1
75766,8563,1
12537,7341,1
74185,6232,1
98848,4804,0
92834,7541,1
98366,1415,1
44095,2287,1
45312,7493,1
92834,1707,1
40066,39,1
91351,8329,1
81268,2405,1
81329,4549,1
75766,2568,1
20838,179,1
53246,500,1
95165,2899,1
47314,8313,1
22050,4356,1
2707,4654,1
93785,2167,1
32154,471,1
91110,6422,1
17991,5241,0
43454,4884,1
64034,6424,1
46347,6498,1
27817,2184,1
15653,6658,2
43032,5080,1
26071,2996,1
82631,1452,0
39368,4358,1
21248,4247,1
69597,1013,1
85736,5924,1
82036,8282,1
81268,1707,1
65841,7851,1
86635,1569,1
5473,8268,0
12990,8833,1
33543,2409,1
26683,9862,1
19045,2676,1
15618,678,0
3404,5962,0
52811,6732,1
362,2109,0
38832,1624,0
34125,7722,1
13561,6236,1
85685,7050,0
99018,3942,1
25713,7007,1
95909,7493,1
55684,6888,0
63624,2622,1
58432,7422,0
81329,2698,1
59674,8694,2
31464,9704,1
986,6827,1
12177,191,1
97616,8964,1
33633,6357,1
41747,8486,1
73312,2754,1
24065,4682,1
19446,601,1
17837,3997,0
26262,1561,2
45796,610,1
5684,9128,1
12776,2645,1
98051,5064,1
91733,1938,1
31383,5891,2
82900,2236,1
93345,5126,1
33387,6264,1
10602,6675,1
49788,6127,1
38217,7332,1
91408,6310,1
32221,6352,1
48535,2780,1
84375,6270,1
32681,1462,1
7033,880,1
7074,3243,1
40174,2660,0
95415,8413,0
5043,4853,0
14864,8823,1
41747,3542,1
12541,6270,1
96149,427,1
31983,880,1
61489,1838,1
81439,610,1
56694,9903,1
69597,9604,1
7264,6310,1
11346,2899,0
86139,7415,1
15618,5310,0
33638,8980,1
22954,2922,1
17465,7496,1
88621,6637,1
2707,2780,1
87418,1682,0
17991,8436,1
28474,8122,1
41947,2948,1
33715,7162,1
76726,2383,1
85642,4032,1
2406,7307,1
16801,5156,1
50372,8104,1
37848,6236,1
54539,9604,0
96996,1938,1
48845,4359,1
50275,4890,1
56194,4042,1
4867,5924,0
2678,7067,1
54859,3674,1
52239,7209,1
8953,1505,0
362,8313,0
4231,606,1
32171,5298,1
91733,7267,1
22048,3610,1
33387,2113,1
74140,1260,1
54349,9433,1
22050,3454,1
59909,569,1
10641,4722,1
81439,515,1
73010,9860,1
65717,3921,0
39227,4358,1
40174,1707,1
76502,6723,1
97607,1884,1
15869,2579,1
90245,5699,1
98051,8313,0
65717,4476,1
51271,7985,1
33022,2219,1
48845,3740,2
54937,8964,1
13286,7254,1
21634,8054,1
95964,4440,1
45958,2981,1
65717,8436,1
66501,6918,1
1960,5480,1
77172,143,1
7058,3815,1
27767,7981,1
963,1267,1
94742,9427,1
97096,6694,1
86635,3815,1
29260,583,1
45073,1151,1
59112,3560,0
362,3768,1
81378,6424,0
60879,9905,1
62914,4475,0
42134,8507,1
9046,9539,1
46540,3602,1
36276,7914,1
56706,6670,1
35187,6957,0
80523,8563,1
38703,4143,1
34005,9187,0
73820,583,0
65440,3990,1
33273,8268,1
70962,4026,1
42412,5258,1
13864,3560,1
16850,2646,0
25819,9541,1
42903,8744,0
41071,9049,0
2406,9187,1
40174,1180,1
13246,2310,1
83038,4649,0
56171,2670,1
16816,844,1
49131,9187,1
87942,1371,0
94838,4632,1
55892,2235,1
56728,3771,1
50589,7050,1
99868,3487,0
89730,2579,1
38032,365,1
10602,8528,1
38450,7914,0
83782,8938,0
12990,6658,1
73568,9643,1
41406,6694,0
19127,2625,2
40174,8507,1
17537,2674,1
51563,9635,1
48819,9250,1
81270,9994,1
12870,9733,1
47885,9347,0
55892,1465,1
28752,1355,0
25141,5522,0
9944,7641,1
62842,8413,1
82900,8577,1
69631,4139,1
81268,7656,1
7664,687,1
3877,313,1
99401,7888,1
92417,8744,1
97798,311,1
87360,5241,1
33893,2401,0
53577,569,1
13445,1664,1
2575,3134,1
18003,7267,1
74452,3921,1
39368,2180,1
63755,9469,1
91536,610,1
40890,8507,1
62915,2981,1
21935,7696,1
92834,2592,1
21296,1521,1
56694,310,1
69202,1062,1
21509,6293,1
15653,6200,1
55584,8895,1
86139,6335,1
65452,3387,1
7271,2909,0
22999,4549,1
15956,3387,1
85733,146,1
13864,7034,1
12177,6658,0
78419,7735,1
41439,3674,1
28156,5751,1
16850,21,1
44274,2780,1
58193,9504,1
47885,5242,0
93368,7004,2
53136,3540,0
55356,1462,1
78244,3347,0
29291,1333,1
39227,7422,1
78392,4476,0
32670,8537,0
85289,1304,1
44095,7652,1
29136,2235,1
53585,3807,1
53056,2698,1
11615,5522,1
30978,8507,1
84907,7641,1
85239,8507,1
32661,1454,1
56447,3839,1
8802,310,1
70962,2381,0
31166,5834,1
12537,8203,1
55178,1199,1
7033,1614,1
96947,338,1
76726,2476,1
17537,8111,1
4696,8382,1
12800,8111,1
38217,2754,1
21634,365,1
58280,7401,1
35187,3896,1
20642,1120,1
87171,1333,1
66133,3487,2
21030,3555,1
3468,4549,1
8302,570,1
37005,5540,1
21068,2109,1
16850,5094,1
90414,8584,0
84636,6127,1
20015,4373,1
75251,7477,1
33723,9335,1
62858,8688,0
31568,9958,1
46746,569,1
59619,6119,1
81656,3942,1
378,4444,1
66501,7064,1
12541,4682,1
43778,2287,1
47479,7599,1
54349,2649,1
65440,6264,1
45837,9046,1
97607,3886,1
91405,759,1
47785,1003,0
964,1629,0
4094,9433,1
78692,5545,1
31385,850,1
22110,7580,1
32138,7587,0
26409,7764,1
93785,8590,1
29474,3603,1
81612,601,1
28561,7067,1
62767,554,1
51490,3185,1
19757,3129,1
55684,6197,1
4696,5962,0
83175,9944,0
99868,2421,1
15719,4749,0
56171,3815,1
26418,6658,1
83273,6520,1
96026,6195,1
2772,4722,1
31383,2622,0
14720,3373,1
28561,8398,1
17991,9118,1
84636,9733,1
85745,8203,1
92991,4550,0
32261,5391,1
33543,282,1
31568,3200,1
77532,9679,2
85605,6422,1
82621,2754,0
17659,6015,0
18003,606,1
94323,1252,1
23673,7747,0
22110,8474,0
43778,7674,1
21340,9135,0
63404,2358,1
43597,8111,1
32681,2180,1
4231,3833,0
45781,6388,1
87218,8082,1
46746,7086,1
56416,2855,0
88621,7696,0
79920,6388,1
16580,2748,1
73672,9175,1
41215,7060,1
70674,2219,1
22050,5482,1
4867,2232,1
58596,678,1
65677,1884,1
39551,2780,1
95183,9347,1
3256,4008,1
95964,2754,1
50372,4835,1
33794,9114,0
48358,1679,1
23837,6293,1
33543,1664,1
12598,9846,1
98213,5310,1
38961,1098,2
2191,6782,1
33543,9049,1
98218,2544,1
30978,3771,1
30757,7793,1
73672,5373,1
76726,3953,0
96983,499,1
69597,8537,1
68838,311,1
9599,4944,1
18268,5726,1
53378,6335,1
19045,5098,1
38121,7983,1
53378,1670,1
36178,9347,1
15956,352,1
23481,9679,1
86356,2113,0
96028,4920,1
54722,5131,1
31568,9127,1
963,4502,1
32900,5453,1
86313,6827,1
59562,6782,1
53585,8604,1
79594,9080,1
54285,3788,1
67565,5449,1
51332,2238,1
964,6335,1
55178,866,1
26698,7580,0
44736,8849,2
97798,1304,1
46746,3006,1
81989,8436,1
49788,1304,1
13561,4588,1
69202,2417,1
78692,2112,1
45068,6782,1
7058,1371,0
97096,5126,1
20015,7805,1
48819,6451,1
8807,7580,1
2350,8516,0
82923,7085,1
25543,3246,1
73254,1614,1
62451,4890,1
66064,527,0
53627,7232,1
21248,9750,0
32439,7738,1
63202,6119,1
81243,8679,1
78596,8111,1
59909,9679,1
25543,1708,1
29689,8376,0
49158,7045,1
98300,2180,1
74447,2409,1
32154,211,1
97160,80,1
8802,2266,1
31999,6352,0
21464,1188,1
16620,6591,0
45958,9635,1
93008,2732,0
41071,1771,2
19757,3921,1
86635,5545,1
35409,4000,1
17837,7477,1
99018,4632,1
47158,4241,1
48819,9032,1
82900,9775,1
98213,3833,1
56707,1884,1
63755,1003,1
39551,1276,1
14284,5258,1
1117,2706,1
44562,6514,0
78799,5798,1
46855,403,1
53471,6035,1
30978,6181,1
12990,554,1
82036,4632,0
74667,3815,1
77032,6563,1
65881,7464,1
73963,6132,1
96348,4814,1
82900,3456,1
21248,5392,1
47863,5075,1
73444,1484,1
41858,4239,1
92631,527,1
32732,9114,1
12370,8329,1
90305,1081,1
17465,2544,1
66775,3707,1
378,7625,1
31103,7764,1
16165,3608,1
75392,1599,1
85733,80,1
71147,98,0
90425,1427,1
2707,9901,1
87171,1199,1
29689,9673,1
22737,2670,1
21030,5924,1
21356,3185,1
31999,5876,0
47885,8122,1
58548,8059,1
49844,3563,1
91110,3487,1
85029,6658,1
49339,3912,1
38450,500,0
47934,7317,1
42237,678,1
5402,5556,1
253,2922,1
41071,9127,1
71711,568,0
90144,3093,0
47314,4171,1
65906,9850,1
29689,6494,0
55584,7464,1
78710,3456,1
65331,6670,1
66145,2855,1
99018,1620,1
79594,7782,1
81270,9049,1
15831,5628,1
95183,6293,0
46456,7286,1
27446,8376,1
28752,866,1
86313,1062,1
63601,2698,1
58193,5373,0
96497,1201,1
13864,9256,1
37298,8528,1
44995,5704,1
37898,7197,1
13246,5326,1
44095,3831,1
88884,2472,1
69297,3211,1
66560,7041,1
5043,2010,0
65862,2389,1
74185,4270,1
21340,1555,1
51563,3285,1
39651,9733,0
3468,9898,1
30036,6498,1
17465,3244,1
8953,7574,1
32900,7782,1
69637,6707,1
10602,4549,1
69265,2167,1
27767,3454,1
80574,3463,1
68838,9936,2
92417,98,1
78248,8428,1
82862,3737,1
85867,8268,0
29213,4171,1
27401,7341,1
6655,4535,1
55584,2358,1
98051,2948,0
14160,6675,1
51563,2742,1
62767,4482,1
96028,4013,1
85289,2470,1
2350,8746,1
38407,7067,1
83394,8964,1
99880,2677,1
9599,2645,1
94838,8721,0
56416,1679,0
65440,4560,1
1960,866,1
37298,898,1
81656,7805,0
12800,148,1
85642,6232,1
27726,2238,1
96983,4239,1
82036,5449,1
37848,7735,1
47885,3073,0
32138,4654,0
54349,2675,1
58658,8310,1
97096,2648,1
8304,7961,1
79667,1415,1
47732,1555,0
15263,3373,0
12370,7200,1
3734,1427,1
23837,9862,0
35474,6498,0
54539,4013,1
89258,6310,1
47732,5392,1
37907,3168,1
21809,1201,1
63118,2417,1
74667,1505,1
18829,527,1
46456,9958,1
3042,1251,1
71602,4026,1
75328,6658,0
2406,327,2
9752,9541,1
22048,6890,1
99543,2232,1
50372,8059,2
26271,4241,1
8568,2219,0
87218,8382,1
58548,3542,1
56706,7681,1
64189,7652,1
23741,8692,1
12870,692,1
37848,4869,1
88475,1267,1
64140,1199,1
87371,7983,1
77747,5924,1
18003,9750,1
66064,9927,1
8568,6009,1
87663,2645,1
44274,4444,1
9599,1939,1
2772,7328,2
12790,2383,1
99555,5613,2
83705,1874,0
74612,3874,1
73312,3737,0
26271,810,1
65906,6230,1
17837,1098,1
1473,4869,1
37693,6451,1
45810,7656,1
47414,3132,0
29213,2010,1
44579,4097,1
22048,3786,1
85239,7725,1
26262,3602,2
41349,5391,1
10641,283,1
41235,972,0
97096,8281,1
54779,3154,0
4284,2238,1
78799,5498,1
12870,4409,0
33723,8157,1
77863,5126,0
12537,1228,1
7271,8823,1
95909,3729,1
44561,4270,1
43454,8100,0
66340,4239,1
4734,257,1
53339,9846,0
73444,8010,1
39227,9426,1
3468,5876,1
26071,490,1
5508,8428,1
56371,8833,1
39153,9195,1
14720,9802,1
39551,6132,1
37298,4139,1
95648,1939,1
45837,8329,1
13104,7254,1
27557,8932,1
47314,8752,1
3504,4491,1
94838,7823,0
12768,5391,0
93034,1938,1
53577,3345,0
14160,5782,1
56171,3563,1
47484,2068,1
18829,4588,0
21248,8117,1
17991,6658,1
41215,9680,1
5043,7498,1
21935,2698,0
9059,3917,1
88644,1179,1
478,5748,0
25995,4497,1
74635,8752,0
40614,2645,1
49344,7673,1
78392,3006,1
94974,3788,1
48627,5935,1
60879,6619,1
28752,8104,1
44274,2732,1
2191,2674,2
71730,6110,0
28448,1427,1
45958,4476,1
84127,4097,0
84042,5083,0
4138,9410,0
16165,5434,1
22999,7264,1
31745,7162,1
65331,3815,1
37898,7004,1
33543,2681,1
24562,583,1
22691,9049,1
58225,9871,1
61822,7045,0
53591,96,1
11658,8767,1
70674,6723,1
82699,4241,1
75392,5610,1
67598,4550,1
85642,6181,1
30946,8181,0
86119,5498,1
59665,7725,1
52811,6526,0
21068,9455,1
48712,4588,0
97607,2924,1
31745,138,1
85685,2010,1
14284,2120,0
22954,3073,1
80744,3227,1
2406,8557,1
78032,6670,1
99335,462,1
94974,9679,1
14195,878,1
36416,1904,1
96135,6022,1
69673,7064,1
19045,3093,1
85064,2751,1
12541,8486,1
40614,7970,2
7271,4884,1
83145,6132,1
43454,6388,1
44782,7946,1
32661,2568,1
87360,3674,1
56694,3136,1
17659,4143,0
52938,3997,2
32505,3790,1
64034,8268,1
13697,8382,1
21068,7011,1
36727,3071,1
23516,5482,1
32732,5064,1
72397,2732,1
26297,7493,0
79520,3168,1
22246,5924,1
7271,7047,1
70352,310,1
94069,9473,1
68838,9187,1
33205,399,1
2191,687,1
90235,1467,1
52893,6732,1
1117,4241,1
53585,5756,1
20642,8282,1
58981,8557,1
48611,2180,0
94323,4712,1
80744,6043,1
76861,1593,1
20180,2545,1
52820,4549,1
1117,4304,1
25459,2503,1
96135,6099,1
46347,7138,0
2593,918,1
50375,5962,1
41406,2646,1
70639,3185,0
29474,7493,1
66501,6732,2
17537,3487,1
53585,7204,1
59674,533,1
86435,1939,2
76861,5035,0
37848,6264,1
55252,9250,0
38217,9905,1
16816,1173,1
23481,3788,1
41406,3373,1
25141,4865,2
4138,6623,1
42212,7688,2
30202,8944,1
52820,3707,1
30036,2545,0
79031,5229,0
8302,1884,1
65717,5445,0
30946,8313,1
52893,4032,0
54779,2676,1
21509,1096,1
