user_id,item_id,action_id
166103,7618,1
110424,21,1
150867,1904,1
106992,5423,2
158159,5962,1
135234,3859,1
134468,5326,0
118371,5007,1
142634,6623,1
185518,3807,1
140646,8849,2
161889,3375,0
143094,601,1
150296,36,2
104959,4359,1
105463,7496,1
150923,1355,1
165457,4397,1
135662,1413,1
131817,5672,1
147209,2924,1
137533,5083,1
190170,87,1
156912,1664,1
104450,3610,1
123400,6563,1
122509,1427,1
100321,6566,1
160454,390,0
148007,4013,0
115316,7065,1
188108,2754,1
156953,6566,0
118371,1561,1
175944,6451,1
101079,5242,1
176735,5782,0
115316,2843,1
160454,2358,1
197302,327,1
174305,4449,1
167985,3839,1
187508,9756,0
164421,9122,1
108825,3707,2
184076,570,1
155983,2676,1
180745,8181,1
103244,257,1
132894,5453,0
108347,2996,2
155668,3560,1
180904,327,1
117358,8415,1
142736,7673,2
105433,5400,2
188651,1013,1
106247,4304,1
165126,5782,1
176735,4449,1
129196,1907,1
115318,6390,0
138573,9250,1
108188,7307,1
193847,8382,0
154282,6015,1
163783,2444,1
183207,1350,1
168973,5339,1
154268,8281,1
121894,4356,1
118343,9733,1
118347,181,1
148052,2909,2
169825,403,1
125387,3917,1
199397,6009,1
191792,3408,0
155122,1306,1
138306,3681,2
168973,7254,0
150775,2015,0
125940,7076,1
148007,3729,0
107121,4105,1
170259,9421,2
194884,6357,0
186658,1859,1
169214,6424,1
128996,6854,0
135453,3788,1
148714,6127,1
186432,8690,2
170374,4220,1
104058,3132,1
181165,5083,2
197764,3864,1
152643,4403,1
172257,7888,1
187598,2843,2
143623,5672,1
145598,1569,2
176267,5782,1
127880,8104,1
152885,533,0
136490,467,0
135562,3487,1
111006,5121,0
107098,9242,1
111888,5756,1
131374,8690,1
166409,4890,1
114718,4853,2
182392,9204,2
193939,3132,0
121068,9860,1
172606,2102,1
173758,6876,1
193409,1505,1
164200,2188,1
139681,8094,1
118343,2421,0
140694,7805,1
194047,7060,0
135435,4105,1
186018,7162,1
128578,6892,1
173216,9335,1
145415,1569,1
123400,5567,1
169724,2330,1
182478,9123,1
136377,7232,1
174972,4890,1
121134,6206,1
190711,7204,1
133166,798,1
135562,3373,1
129852,1780,1
105921,995,1
182491,4094,0
148471,3518,1
177922,390,1
112979,8922,0
145927,8944,1
180620,4403,1
191488,1560,0
178929,4920,1
150832,2405,1
115318,3627,1
120742,6246,1
127880,6694,1
189203,87,1
104172,5131,0
126380,5933,0
155827,9410,2
151859,3610,1
134369,2120,1
176989,9123,1
144860,1173,1
150430,5358,1
176819,4473,1
135417,9569,1
109220,7464,0
169033,7667,1
160454,3176,1
137298,1555,1
194047,5450,1
114149,7415,1
160454,8453,1
149450,6181,1
116142,687,1
165126,7332,2
107416,9755,1
179780,8398,0
104677,7599,1
167768,8507,1
167059,2681,2
153724,6890,1
107416,4865,1
126325,3093,1
163242,5156,1
107091,6563,1
191343,1484,0
171406,5450,1
165343,6195,1
168887,9778,1
123698,8721,1
166052,5310,0
104723,527,0
169724,1454,1
193939,7674,1
183053,8474,1
157465,2551,2
126030,3068,0
106442,7209,1
130950,352,1
110029,2112,2
117556,5811,1
103322,3134,1
172809,9140,1
145927,3176,1
169183,7050,1
106861,1561,0
172596,9086,1
190986,8727,1
115621,1415,1
156131,462,1
123005,3790,1
114842,6352,1
140694,2675,1
129685,4305,1
175776,8109,1
174018,2476,1
149944,4984,1
144860,9673,0
195008,8895,2
151692,146,1
186858,1371,1
140361,6812,1
131817,9194,1
194974,4239,1
180308,9500,1
169214,8486,1
103719,4200,1
156633,5977,1
115799,8934,1
114394,7503,1
118161,7194,1
118050,3815,1
153862,678,1
153503,3990,1
143292,6230,1
117326,2541,1
107098,5197,2
101121,7941,1
140361,8944,1
199784,4218,1
138355,1915,1
141990,6683,1
140626,7914,1
105200,3555,1
167070,6197,1
195008,1489,1
140654,3833,1
199089,6022,0
128578,3771,1
150341,5156,0
131507,5152,1
145211,6110,1
108665,4042,2
130541,5748,1
148011,1454,1
160839,6591,0
169825,7963,1
191813,9659,0
191620,8204,0
164376,3731,1
126104,4444,1
109579,7047,1
195565,1371,0
158841,4853,1
154997,1670,0
110332,3826,1
170002,7851,2
175988,1561,1
116638,4712,1
118166,3154,1
114292,5453,1
161691,1465,1
159353,4944,1
113435,2541,1
134777,282,1
107632,2068,1
154443,8494,1
130803,2579,1
143094,3096,0
123251,1462,0
159524,7200,0
175776,3877,1
183718,4350,2
152885,7914,1
166431,6918,1
137379,1260,0
190986,1664,1
130365,1489,1
143677,2282,1
184172,4475,2
103098,7041,1
102028,5007,1
193847,3247,1
185518,2068,1
148820,3324,1
157502,6197,1
132402,3962,1
116054,3771,1
103137,5203,1
166409,2676,1
166757,313,1
156633,673,1
181109,6020,1
115028,5672,1
156633,9958,0
165343,7341,1
178911,1883,1
199772,6927,1
101539,327,1
107824,2922,1
123297,6694,1
152505,317,1
135234,2742,0
105380,3540,2
113138,9114,1
116475,2236,1
173337,2167,1
107925,6699,1
115799,8436,1
191854,3859,2
109220,3737,1
159549,6451,1
107462,8604,1
175944,98,2
173548,3432,1
160125,8245,1
149944,7705,1
143885,9175,1
155950,9086,1
117061,4993,1
113446,5197,1
188563,4502,1
155876,9204,1
106861,2112,1
157211,4335,1
115316,7961,1
177409,1314,1
115246,1454,0
150430,9695,1
115246,7854,0
168873,5798,1
111409,8643,1
100099,820,1
142648,2503,1
172747,1861,0
135138,4682,1
129685,9421,1
100397,6335,1
133048,8313,1
138597,4471,1
149944,6563,1
141990,4471,1
181643,6099,0
190920,3890,1
167768,5756,1
175910,1228,1
169724,3487,1
108671,3877,1
177490,1251,1
183535,9123,1
126117,7941,1
176308,4042,1
103244,7295,1
155122,7464,1
125387,7494,1
161303,3068,1
120735,3831,2
113008,5434,1
156416,9778,1
132654,2645,1
104970,338,1
131374,7011,2
178911,8122,1
149014,9264,1
167470,2909,1
174059,1904,1
168028,4475,0
144849,4042,1
110962,7574,1
135453,6988,1
113138,5502,1
118347,4654,2
104970,7415,1
137298,8507,0
132661,9679,1
144015,9433,0
113183,2236,2
170596,2649,1
136865,8122,2
107462,4403,1
164376,3487,1
165457,9068,0
154443,2706,1
170596,1333,0
157406,6699,1
110675,7138,1
125387,2475,1
167272,2780,1
172606,3324,0
193847,8436,1
138597,74,1
154268,3874,1
107443,2751,1
194281,8589,1
122323,8690,1
150852,4000,0
129609,9128,0
118347,3176,1
185263,390,1
199784,7599,1
122382,5962,1
149014,8204,1
191968,2401,1
150590,4409,1
156912,2648,1
173337,674,1
104450,7494,1
104450,2648,1
111006,2010,1
129620,7477,1
146985,4944,1
155950,283,2
133904,5326,1
175795,6246,1
116142,7011,1
145933,6927,1
130541,601,2
157465,6447,1
173912,7307,1
108290,8048,1
110078,8313,0
184172,7065,2
107121,2417,1
199089,3831,1
111409,1052,1
174305,2472,1
111729,9673,1
193465,5498,2
167768,5699,0
115621,5556,1
132402,2102,1
168887,5242,1
114920,5699,1
126749,6658,1
120855,4073,1
125230,9118,1
138067,8577,1
145940,2381,1
114394,9195,1
112231,2990,1
197631,9771,0
137756,8510,1
183718,1415,1
145598,4032,1
199966,2472,1
166705,2551,1
118375,5434,1
107655,8191,1
103233,7041,1
131697,2648,1
126104,8042,1
197147,4270,2
138313,5323,1
163783,2671,1
109080,98,1
193346,9936,1
123400,427,1
113008,4799,1
191860,2167,1
166705,50,0
108188,3006,0
167165,3146,1
177922,6567,0
141024,2224,1
110078,9643,1
127930,805,0
110654,36,1
135662,2625,1
125740,8581,0
185263,166,0
199966,9421,2
114208,7016,1
107370,8313,1
157920,8436,1
160249,7286,1
115552,5323,1
112819,5229,1
130950,9508,1
119715,3691,1
182491,6099,1
146038,8767,1
114394,7060,1
167777,1811,1
135331,8281,1
142736,9500,1
166757,9944,1
142504,4853,0
164068,9516,1
185121,2351,1
139681,1861,1
172596,5229,0
163710,3373,1
135234,7060,1
131817,4949,2
138306,3864,1
103322,4251,1
137533,3162,1
183718,1260,1
105470,6352,1
131180,5613,1
122322,4502,1
148471,2282,1
134777,9504,1
134965,5726,1
117142,4939,0
105463,1465,1
175636,4359,1
160867,9901,1
122332,1573,1
161607,338,1
158159,9604,1
176989,2035,1
138306,4497,1
177449,3576,0
193939,7086,1
156489,500,1
108671,5392,0
124067,5704,2
128996,3839,1
173337,570,1
128828,3942,0
137298,1452,1
103233,4094,1
122563,9775,1
120602,4550,1
171331,4801,2
129609,6890,1
126996,500,0
102510,2102,2
115363,5358,1
159370,9114,1
190699,3917,1
109080,2645,1
116700,2381,1
119941,7854,1
194250,3154,1
105757,935,1
155795,7725,1
110654,9695,1
168154,80,1
183053,8849,1
181109,4218,2
184076,3096,1
151382,9903,1
152505,4373,2
161300,4801,0
186858,7805,1
133166,1555,1
173413,2219,1
167777,3953,1
173187,3227,2
126078,1454,1
143677,4695,1
194974,3681,1
108442,6843,1
132661,8019,0
184181,3563,0
195008,6728,2
191343,8268,2
199868,4984,1
157211,8577,1
167165,3154,1
186698,9204,0
131940,7137,1
169609,4409,1
159350,628,1
